0,9678.210938
1,15550.482422
2,24403.289062
3,21258.373047
4,38076.250000
5,10692.165039
6,2533.729492
7,1951.311035
8,271244.656250
9,6786.463867
10,17184.128906
11,169852.453125
12,5108.835938
13,3700.353516
14,25942.333984
15,1712.625122
16,98134.554688
17,234245.781250
18,2353.083008
19,417773.875000
20,2348.687500
21,54361.468750
22,333667.812500
23,13377.856445
24,31879.443359
25,27906.425781
26,121366.554688
27,272952.406250
28,5274.703613
29,636791.062500
30,8800.413086
31,4001.872070
32,25232.955078
33,44054.171875
34,3720.189697
35,5052.240234
36,37898.628906
37,95279.328125
38,122555.945312
39,290434.687500
40,76293.640625
41,749951.812500
42,615833.750000
43,638015.875000
44,2918.227295
45,26657.921875
46,15967.023438
47,345631.375000
48,20142.769531
49,98665.039062
50,7085.465820
51,54521.800781
52,6086.694824
53,38338.093750
54,8255.254883
55,358850.406250
56,238571.718750
57,143171.375000
58,39642.007812
59,47929.152344
60,1.006367e+05
61,1.259824e+05
62,4.354711e+04
63,1.009140e+05
64,1.232460e+04
65,1.361805e+05
66,3.657842e+04
67,2.860852e+05
68,5.077028e+05
69,2.971019e+05
70,5.045307e+03
71,6.437838e+03
72,3.243601e+05
73,3.760418e+03
74,1.654168e+05
75,1.201086e+06
76,8.103850e+03
77,5.112345e+03
78,1.816171e+04
79,6.172699e+04
80,3.370130e+05
81,2.973409e+05
82,1.098190e+04
83,1.019247e+05
84,4.354624e+04
85,1.211043e+04
86,1.054584e+04
87,1.563914e+06
88,2.524406e+06
89,1.700245e+04
90,3.441137e+04
91,3.950310e+05
92,5.801984e+04
93,1.168306e+05
94,8.420311e+04
95,1.799692e+06
96,4.467069e+05
97,2.005773e+04
98,1.166598e+05
99,2.873198e+04
100,8642.855469
101,9270.194336
102,2770.465820
103,1546.434326
104,13025.132812
105,5052.288086
106,11177.447266
107,26985.486328
108,2372.799561
109,14205.427734
110,321067.656250
111,8854.762695
112,223880.281250
113,13024.921875
114,494948.187500
115,43906.320312
116,26990.093750
117,13245.107422
118,995.961426
119,1633.056396
120,1.249707e+04
121,9.727405e+04
122,3.289332e+04
123,2.457252e+05
124,4.010422e+03
125,3.175496e+03
126,9.558562e+03
127,6.013115e+03
128,9.853705e+04
129,2.002220e+05
130,2.607870e+05
131,1.168010e+04
132,2.266018e+03
133,3.229464e+03
134,6.323116e+03
135,2.029922e+04
136,7.289136e+03
137,1.309443e+06
138,9.420055e+04
139,4.110788e+05
140,6.225128e+05
141,1.225992e+04
142,3.705020e+04
143,3.489031e+05
144,5.647017e+05
145,2.802940e+05
146,3.715602e+05
147,7.018854e+04
148,2.465187e+06
149,6.079921e+04
150,4.560231e+04
151,7.356085e+05
152,2.636765e+05
153,1.442752e+05
154,6.073779e+04
155,4.404695e+04
156,1.929809e+04
157,3.111949e+04
158,5.164793e+04
159,9.803704e+03
160,6979.408203
161,685571.000000
162,51300.562500
163,183447.750000
164,7787.629883
165,80385.726562
166,541940.437500
167,95641.750000
168,22497.470703
169,26977.919922
170,145456.218750
171,206662.625000
172,9526.438477
173,225613.187500
174,334036.531250
175,108136.882812
176,5043.088867
177,7162.761230
178,9520.271484
179,177452.156250
180,4.740325e+04
181,1.687849e+04
182,1.277477e+05
183,6.955853e+05
184,1.208946e+06
185,5.709455e+04
186,3.360681e+05
187,4.861266e+04
188,1.998472e+06
189,1.447207e+06
190,1.679728e+04
191,1.232514e+06
192,9.577171e+04
193,1.014266e+05
194,1.083728e+05
195,5.764721e+04
196,3.147754e+05
197,8.165212e+05
198,3.113043e+05
199,2.261405e+05
200,386523.281250
201,31907.697266
202,27022.876953
203,85010.468750
204,450555.750000
205,18045.447266
206,14146.444336
207,5633.155273
208,4628.023438
209,78140.367188
210,21057.224609
211,123233.484375
212,7658.724121
213,165712.734375
214,295314.906250
215,479545.937500
216,2183.555420
217,2407.737305
218,122237.976562
219,1984.279053
220,418473.687500
221,34303.894531
222,256658.937500
223,4670.682617
224,4135.123535
225,6844.348633
226,181246.375000
227,17309.177734
228,31415.292969
229,40091.777344
230,43912.187500
231,293219.125000
232,23397.816406
233,189431.531250
234,1183.209473
235,50252.652344
236,57583.144531
237,7577.340820
238,5460.977051
239,46331.925781
240,7.623705e+04
241,1.767435e+05
242,7.234025e+03
243,1.551555e+04
244,6.725064e+05
245,1.809975e+04
246,3.233729e+05
247,3.942971e+05
248,1.846472e+04
249,3.505356e+03
250,1.870823e+04
251,1.377618e+06
252,1.562049e+04
253,3.601307e+04
254,1.104618e+06
255,1.752662e+05
256,4.537932e+04
257,3.326081e+04
258,1.518921e+06
259,5.482876e+04
260,1.285340e+05
261,3.958003e+05
262,7.379888e+04
263,1.948403e+05
264,4.787334e+03
265,6.447786e+05
266,6.189715e+03
